Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
Basic,15,26-10-2022,11-07-2023,Spain,40,Female,Smartphone,1 Month
Standard,14,24-10-2022,12-07-2023,United States,47,Female,Smartphone,1 Month
Premium,12,24-10-2022,11-07-2023,Canada,36,Male,Laptop,1 Month
Basic,13,20-10-2022,13-07-2023,United States,50,Female,Tablet,1 Month
Basic,10,17-10-2022,11-07-2023,United States,46,Male,Smartphone,1 Month
Basic,14,29-09-2022,14-07-2023,Canada,27,Female,Tablet,1 Month
Standard,12,28-09-2022,11-07-2023,United Kingdom,39,Female,Laptop,1 Month
Premium,10,06-09-2022,12-07-2023,Australia,49,Male,Smart TV,1 Month
Basic,12,05-09-2022,11-07-2023,Germany,37,Female,Tablet,1 Month
Basic,13,31-08-2022,15-07-2023,France,28,Male,Tablet,1 Month
Premium,12,30-08-2022,12-07-2023,Brazil,40,Male,Laptop,1 Month
Standard,10,16-08-2022,13-07-2023,Mexico,47,Male,Tablet,1 Month
Standard,11,16-08-2022,11-07-2023,Spain,51,Female,Laptop,1 Month
Basic,13,07-08-2022,14-07-2023,Italy,47,Male,Laptop,1 Month
Premium,10,05-08-2022,12-07-2023,Spain,33,Female,Laptop,1 Month
Standard,13,06-08-2022,14-07-2023,Spain,37,Female,Laptop,1 Month
Basic,15,28-07-2022,11-07-2023,United States,42,Male,Laptop,1 Month
Standard,11,29-07-2022,13-07-2023,Canada,50,Female,Smart TV,1 Month
Premium,14,25-07-2022,12-07-2023,United States,47,Female,Tablet,1 Month
Basic,10,25-07-2022,14-07-2023,United States,40,Female,Smartphone,1 Month
Premium,11,25-07-2022,12-07-2023,Canada,35,Male,Smart TV,1 Month
Standard,11,18-07-2022,13-07-2023,United Kingdom,29,Female,Smartphone,1 Month
Basic,11,17-07-2022,12-07-2023,Australia,48,Female,Smartphone,1 Month
Standard,10,17-07-2022,15-07-2023,Germany,35,Male,Smart TV,1 Month
Premium,13,18-07-2022,11-07-2023,France,41,Female,Smartphone,1 Month
Basic,14,19-07-2022,12-07-2023,Brazil,29,Female,Laptop,1 Month
Standard,11,20-07-2022,11-07-2023,Mexico,33,Male,Smart TV,1 Month
Premium,12,21-07-2022,15-07-2023,Spain,36,Male,Smart TV,1 Month
Basic,15,23-07-2022,12-07-2023,Italy,43,Female,Laptop,1 Month
Premium,14,25-07-2022,12-07-2023,Spain,28,Female,Smart TV,1 Month
Basic,15,04-08-2022,14-07-2023,Spain,33,Female,Smart TV,1 Month
Standard,12,09-08-2022,15-07-2023,United States,38,Male,Laptop,1 Month
Standard,13,12-08-2022,12-07-2023,Canada,48,Female,Tablet,1 Month
Basic,15,13-08-2022,12-07-2023,United States,35,Female,Smart TV,1 Month
